ZPID,Street,Unit,City,State,Zipcode,Type,Price,HOA Fee,Zestimate,Rent Zestimate,Days On Zillow,Bedrooms,Bathrooms,Living Area,Year Built,lotSize
15591672,1743 Hempstead Pl,,Redwood City,CA,94061,SINGLE_FAMILY,2200000,0,1991882,5749,0,4,3,1850,1952,7801
15541060,3330 Kimberly Way,,San Mateo,CA,94403,SINGLE_FAMILY,3400,345,1141340,3750,0,2,2,1110,1978,1463
15569144,1155 Bieber Ave,,Menlo Park,CA,94025,SINGLE_FAMILY,1050000,,1101639,3900,2,1,1,1600,1953,7840
15564534,413 Alden St,,Redwood City,CA,94063,SINGLE_FAMILY,850000,,1148069,3500,2,2,1,770,1925,5000
15594575,1120 May Brown Ave,,Menlo Park,CA,94025,SINGLE_FAMILY,3000000,,3133027,7488,9,3,3,2000,1948,10018
15615235,861 Peary Ln,,Foster City,CA,94404,SINGLE_FAMILY,4100,385,1373931,4200,18,3,2.5,1580,1973,1742
15579265,3700 Fair Oaks Ave,,Menlo Park,CA,94025,SINGLE_FAMILY,1199995,0,1408955,3500,4,3,1,1240,1929,3977
15580699,46 Lilac Dr,,Atherton,CA,94027,SINGLE_FAMILY,6500000,0,6496538,16118,5,3,2,2680,1954,41800
15591284,1746 Kentucky St,,Redwood City,CA,94061,SINGLE_FAMILY,4900,,1878898,4900,9,3,2.5,1670,1950,6391
15538920,505 Poinsettia Ave,,San Mateo,CA,94403,SINGLE_FAMILY,1740000,0,1903233,4500,7,4,2,1520,1948,5601
2086294143,1313 Hoover St,,Menlo Park,CA,94025,SINGLE_FAMILY,5000,,,5000,46,2,2.5,1655,1973,
15558421,2921 Brittan Ave,,San Carlos,CA,94070,SINGLE_FAMILY,2210000,0,2476138,5422,9,4,3,2070,1961,10876
15560092,220 Frances Ln,,San Carlos,CA,94070,SINGLE_FAMILY,3000000,0,3588035,7350,9,4,3,3310,1965,11857
240240634,631 Harvard Ave,,Menlo Park,CA,94025,SINGLE_FAMILY,2800000,0,2850019,3100,11,3,4,2650,2016,9448
15566477,209 Park St,,Redwood City,CA,94061,SINGLE_FAMILY,1310000,0,1618888,4200,12,3,2,1380,1941,5998
15567847,1097 10th Ave,,Redwood City,CA,94063,SINGLE_FAMILY,1505000,,1569165,4000,59,1,1,500,1936,11051
15573821,1622 Madison Ave,,Redwood City,CA,94061,SINGLE_FAMILY,1357000,,1423638,3000,14,2,1,1050,1947,5519
15636631,401 Portofino Dr APT B,B,San Carlos,CA,94070,SINGLE_FAMILY,1550000,200,1686588,4390,17,3,3,2130,1982,22089
15563074,30 Avondale Ave,,Redwood City,CA,94062,SINGLE_FAMILY,1300000,0,3200016,3895,18,5,5,3447,2020,6651
15634255,3337 Brittan Ave APT 8,8,San Carlos,CA,94070,CONDO,3800,564,,3600,73,3,2,1239,1974,182091
15638050,3421 El Camino Real APT 32D,32D,Atherton,CA,94027,MULTI_FAMILY,1225000,514,1227725,4100,13,2,2,1793,1991,52277
15577965,57 Amador Ave,,Atherton,CA,94027,SINGLE_FAMILY,5650000,0,5688044,13127,48,3,3,3045,1926,33750
15565238,440 Madison Ave,,Redwood City,CA,94061,SINGLE_FAMILY,1395000,,1454399,3900,237,3,2,1570,1925,10402
15566113,827 Stambaugh St,,Redwood City,CA,94063,SINGLE_FAMILY,800000,0,802893,3300,7,2,2,960,1949,2500
15565763,1112 Clinton St,,Redwood City,CA,94061,SINGLE_FAMILY,1210000,0,1566535,3900,45,3,2,2000,1931,5702
15592149,143 Cerrito Ave,,Redwood City,CA,94061,SINGLE_FAMILY,1800000,0,2949125,5202,46,4,5,3100,2020,10728
15563182,245 Edgewood Rd,,Redwood City,CA,94062,SINGLE_FAMILY,1720000,0,2242206,5005,55,3,2,2000,1955,6799
15627559,813 Perseus Ln #14,14,Foster City,CA,94404,SINGLE_FAMILY,1120000,470,1258064,3500,73,3,3,1330,1973,1899
15561404,2086 Eaton Ave,,San Carlos,CA,94070,SINGLE_FAMILY,1750000,0,3819788,4500,78,4,5,2943,2020,6869
15636589,1614 Hudson St APT 301,301,Redwood City,CA,94061,CONDO,680000,601,591784,2700,96,2,1,850,1964,53800
15617967,841 Newport Cir,,Redwood City,CA,94065,SINGLE_FAMILY,1320000,245,1338084,3695,11,2,2.5,1270,1986,2578
2083848602,400 El Camino Real UNIT 203,203,Belmont,CA,94002,CONDO,844000,462,900296,2525,143,1,1,887,2019,
15578114,1 Nora Way,,Atherton,CA,94027,SINGLE_FAMILY,3030000,0,3690265,7560,152,3,2,2200,1953,21901
15565921,420 Cedar St,,Redwood City,CA,94063,MULTI_FAMILY,1500000,0,1373971,2995,200,0,,1892,1950,5000
15636574,1614 Hudson St APT 209,209,Redwood City,CA,94061,CONDO,425000,450,442525,1950,347,0,1,389,1964,53800
2111221514,912 10th Ave,,Redwood City,CA,94063,SINGLE_FAMILY,3000,,1232224,3195,2,2,1,950,1958,
15565681,1186 Davis St,,Redwood City,CA,94061,SINGLE_FAMILY,1130000,,1181808,2400,109,1,1,650,1951,4312
15558674,3333 Melendy Dr,,San Carlos,CA,94070,SINGLE_FAMILY,6395,,2482349,6200,4,3,2.5,2480,1967,8929
15614026,756 Coronado Ln,,Foster City,CA,94404,SINGLE_FAMILY,6300,50,2164899,6000,0,4,3,2568,1977,5052
15563285,160 F St,,Redwood City,CA,94063,SINGLE_FAMILY,,,,4300,9,4,2,1550,1950,4965
2077244663,692 Creek Dr,,Menlo Park,CA,94025,SINGLE_FAMILY,2420000,150,2425719,,,3,3,2587,1989,13094
15592783,454 Buena Vista Ave,,Redwood City,CA,94061,SINGLE_FAMILY,3234000,,3339972,4850,,5,6,3190,2019,7501
15592903,247 Santa Clara Ave,,Redwood City,CA,94061,SINGLE_FAMILY,3550000,,3702873,8860,,5,5,3244,2019,9402
2081036131,4 Aron Ct,,Belmont,CA,94002,SINGLE_FAMILY,3475000,265,3490494,,,5,4,3399,2020,12588
2081146138,2 Aron Ct,,Belmont,CA,94002,SINGLE_FAMILY,3212391,265,3250370,,,5,4,3025,2020,12645
15567734,3463 Hoover St,,Redwood City,CA,94063,MULTI_FAMILY,1000000,0,1770761,2995,,6,8,2700,1937,5998
15614038,777 Coronado Ln,,Foster City,CA,94404,SINGLE_FAMILY,1988000,650,2019122,4700,,3,2,2110,1977,4369
15616491,20 Port Royal Ave,,Foster City,CA,94404,SINGLE_FAMILY,1890000,0,1915365,5750,,4,3.5,2190,1985,6000
15574035,1166 Junipero Ave,,Redwood City,CA,94061,SINGLE_FAMILY,1350000,0,1359666,4500,,3,2,1350,2003,6198
15565386,808 Roosevelt Ave,,Redwood City,CA,94061,SINGLE_FAMILY,1260000,0,1272855,3875,,2,2,1001,1926,4199
15614920,895 Cabot Ln,,Foster City,CA,94404,SINGLE_FAMILY,1300000,225,1311160,3880,,3,3,1380,1973,1319
15540714,1801 Bahia St,,San Mateo,CA,94403,SINGLE_FAMILY,1350000,0,1377694,3975,,3,2,1340,1960,5340
15613608,604 Pisces Ln,,Foster City,CA,94404,SINGLE_FAMILY,1432000,395,1454017,4000,,3,3,1430,1973,1890
15577721,334 Nimitz Ave,,Redwood City,CA,94061,SINGLE_FAMILY,1817000,,1848495,4500,,3,2,1963,1948,7139
122246386,644 Turnbuckle Dr,,Redwood City,CA,94063,SINGLE_FAMILY,1180000,285,1198307,3800,,2,3,1470,2012,1742
15575499,1228 Fairview Ave,,Redwood City,CA,94061,SINGLE_FAMILY,6000,0,1911812,5500,,4,3,2110,1949,8880
15590994,2787 Bristol Way,,Redwood City,CA,94061,SINGLE_FAMILY,1910000,,1972587,5000,,3,3,1804,1952,6298
15573633,541 Quartz St,,Redwood City,CA,94062,SINGLE_FAMILY,1410000,,1469081,3600,,2,1,710,1927,7906
15577769,226 Selby Ln,,Atherton,CA,94027,SINGLE_FAMILY,3220000,,3319493,4900,,4,3.5,2727,1957,5501
15563071,39 Finger Ave,,Redwood City,CA,94062,SINGLE_FAMILY,2365000,0,2382945,5200,,5,3,3280,1926,6351
15539244,304 Santa Clara Way,,San Mateo,CA,94403,SINGLE_FAMILY,1760000,0,1802430,5460,,4,3,2370,1948,6398
15554602,332 Chesham Ave,,San Carlos,CA,94070,SINGLE_FAMILY,1508000,,1532451,4300,,3,2,1050,1954,8015
15579654,3617 Oak Dr,,Menlo Park,CA,94025,SINGLE_FAMILY,10200,0,5150620,10816,,4,5,4650,1919,14775
2079483623,937-939 Grand St,,Redwood City,CA,94061,SINGLE_FAMILY,1553000,0,,,,4,2,2032,1952,5702
15613937,292 Beach Park Blvd,,Foster City,CA,94404,SINGLE_FAMILY,4650,360,1371914,4200,,3,2.5,1430,1974,1873
15576271,1348 Oxford St,,Redwood City,CA,94061,SINGLE_FAMILY,1300000,0,1308753,3200,,2,1,1210,1939,6198
15561170,345 Oakview Dr,,San Carlos,CA,94070,SINGLE_FAMILY,3308000,,2989788,8100,,4,3,2667,2018,7148
2077727783,855 Boardwalk Pl,,Redwood City,CA,94065,SINGLE_FAMILY,1325000,597,,,,3,3,1400,1987,225165
15581144,240 Oak Grove Ave,,Atherton,CA,94027,SINGLE_FAMILY,4680000,0,4683902,11998,,4,3,2420,1952,49209
2104822939,416 Portofino Dr APT 204,204,San Carlos,CA,94070,CONDO,1075000,565,1081779,3650,,2,3,1250,1991,36590
15559079,1335 Crestview Dr,,San Carlos,CA,94070,SINGLE_FAMILY,2225000,0,2257346,6366,,5,4,2720,1978,7579
15636411,540 Shorebird Cir UNIT 21201,21201,Redwood City,CA,94065,CONDO,1250000,604,1275643,3500,,3,2,1625,1980,324522
15550108,935 Waltermire St,,Belmont,CA,94002,SINGLE_FAMILY,4495,,1754325,4600,,3,3,1570,1920,4600
79843007,1431 San Antonio Ave,,Menlo Park,CA,94025,SINGLE_FAMILY,5200,0,1905877,4800,,3,2.5,1670,2006,1947
15561328,230 Pearl Ave,,San Carlos,CA,94070,SINGLE_FAMILY,1733000,,2307386,4585,,4,3,2300,1948,4399
15548255,1618 Notre Dame Ave,,Belmont,CA,94002,SINGLE_FAMILY,2210000,,2270036,6200,,4,3,3050,1955,8276
15571058,629 Lakeview Way,,Emerald Hills,CA,94062,SINGLE_FAMILY,2300000,0,2311234,7033,,4,4,3740,1991,12144
15576372,1508 Hawes Ct,,Redwood City,CA,94061,MULTI_FAMILY,2015000,0,2039714,3300,,5,3,3069,1966,6507
15558206,761 Orange Ave,,San Carlos,CA,94070,SINGLE_FAMILY,1700000,0,1819913,3900,,2,2,1208,1942,5749
111436716,27 Bremerton Cir,,Redwood City,CA,94065,SINGLE_FAMILY,1293500,310,1311401,3250,,2,3,1473,2010,70162
58660698,525 Edgewood Rd,,San Mateo,CA,94402,SINGLE_FAMILY,7300000,0,7356378,18027,,6,6,5940,2003,21719
15562196,1311 Eaton Ave,,San Carlos,CA,94070,SINGLE_FAMILY,2100000,,2638970,6000,,4,4,2450,1985,6098
19495754,101 Alma St APT 503,503,Palo Alto,CA,94301,MULTI_FAMILY,1875000,1032,1984289,3150,,2,2,1216,1960,1307
15618328,998 Governors Bay Dr,,Redwood City,CA,94065,SINGLE_FAMILY,2600000,220,2624996,6500,,5,3,3040,1994,5227
15548516,500 Middle Rd,,Belmont,CA,94002,SINGLE_FAMILY,1725000,0,2442045,4700,,3,2,2770,1972,13464
15593357,210 Atherton Ave,,Atherton,CA,94027,SINGLE_FAMILY,15500000,0,15738317,29125,,6,7,8676,1897,83635
15636427,530 Shorebird Cir UNIT 7101,7101,Redwood City,CA,94065,CONDO,1255000,515,,3600,,2,2,1413,1980,324407
15577695,269 Rutherford Ave,,Redwood City,CA,94061,SINGLE_FAMILY,1625000,,1674548,3950,,2,2,1390,1946,5096
15629614,300 Davey Glen Rd APT 3823,3823,Belmont,CA,94002,CONDO,1198000,740,1232698,4166,,3,3,1772,1965,
15615510,1103 Sprague Ln,,Foster City,CA,94404,SINGLE_FAMILY,4000,410,,4200,,3,2.5,1700,1975,1916
15614022,740 Coronado Ln,,Foster City,CA,94404,SINGLE_FAMILY,2030000,600,2130676,5500,,4,3,2760,1977,4486
15619016,2001 Seabrook Ct,,Redwood City,CA,94065,SINGLE_FAMILY,8288,,3131797,8288,,4,3.5,3600,1998,7989
15558239,817 Hemlock St,,San Carlos,CA,94070,SINGLE_FAMILY,3100000,,2760553,5500,,5,3,2975,1948,5458
15594778,1201 University Dr,,Menlo Park,CA,94025,SINGLE_FAMILY,13250,,3199901,10709,,4,3.5,2390,2008,217800
15629398,888 Andromeda Ln,,Foster City,CA,94404,SINGLE_FAMILY,1560000,453,1623466,4200,,3,3,1546,1977,169801
82956818,713 Clinton St,,Redwood City,CA,94061,MULTI_FAMILY,2114000,0,2129739,3000,,3,2,1300,1940,6000
15556809,109 Arundel Rd,,San Carlos,CA,94070,SINGLE_FAMILY,3175000,,3268899,8264,,4,4,2603,2016,5601
15539184,506 E 39th Ave,,San Mateo,CA,94403,SINGLE_FAMILY,1750000,0,1771464,4500,,4,2,1779,1949,5500
15591186,2423 Washington Ave,,Redwood City,CA,94061,SINGLE_FAMILY,1950000,0,1957324,4900,,4,3,2127,1952,6599
15557208,1951 Elizabeth St,,San Carlos,CA,94070,SINGLE_FAMILY,2235000,0,2523352,5700,,4,3,2060,1958,5440
15556069,79 Wessex Way,,San Carlos,CA,94070,SINGLE_FAMILY,2550000,0,2576016,5012,,4,3,2110,1962,6211
15571376,668 Canyon Rd,,Redwood City,CA,94062,SINGLE_FAMILY,1860000,0,1864137,4900,,4,4,1700,1957,8498
2146047902,532 Brewster Ave,,Redwood City,CA,94063,SINGLE_FAMILY,1150000,290,,3950,,3,3,1287,1984,13621
15556242,72 Coronado Ave,,San Carlos,CA,94070,SINGLE_FAMILY,3355000,,3441596,7159,,5,4,3616,1959,19610
15637680,701 Mendocino Way,,Redwood City,CA,94065,CONDO,1550000,889,1561098,4250,,3,3,1713,1989,185764
15574599,767 Upland Rd,,Redwood City,CA,94062,SINGLE_FAMILY,2500000,0,2529557,5673,,4,4,2963,1979,9900
15579719,516 Palmer Ln,,Menlo Park,CA,94025,SINGLE_FAMILY,3900000,,,,,5,6,4230,2019,14679
15639191,20 Willow Rd APT 26,26,Menlo Park,CA,94025,SINGLE_FAMILY,1380000,492,,3690,,2,2,1041,1999,81203
63158172,633 Elm St APT 117,117,San Carlos,CA,94070,CONDO,1200000,443,1214895,3600,,2,2,1258,2003,58798
15558845,3169 La Mesa Dr,,San Carlos,CA,94070,SINGLE_FAMILY,2425000,0,2501145,5883,,3,2,2040,1968,9748
15584217,300 Sherwood Way,,Menlo Park,CA,94025,SINGLE_FAMILY,8500,0,3207459,7871,,3,2.5,2290,1953,9539
15574982,2231 Madison Ave,,Redwood City,CA,94061,SINGLE_FAMILY,1580000,,1656931,3800,,3,2,1170,1954,7000
15577905,196 Patricia Dr,,Atherton,CA,94027,SINGLE_FAMILY,5500000,0,5530775,12780,,5,4,3200,1951,35327
15564688,367 Jeter St,,Redwood City,CA,94062,SINGLE_FAMILY,2510000,,2553155,6149,,4,4,2900,1940,6534
61472093,283 Stockbridge Ave,,Atherton,CA,94027,SINGLE_FAMILY,18250000,0,18409369,16351,,7,10,9867,2020,67644
96055082,1001 Laurel St UNIT 304,304,San Carlos,CA,94070,CONDO,772000,566,781127,2500,,1,1,755,2009,
15548579,745 Holly Rd,,Belmont,CA,94002,SINGLE_FAMILY,2265000,,2613329,6500,,4,3,2950,1993,10837
15617098,365 Quay Ln,,Redwood City,CA,94065,SINGLE_FAMILY,1726000,,1360284,4000,,3,2,1212,1969,5920
15576056,1839 Poplar Ave,,Redwood City,CA,94061,SINGLE_FAMILY,2035000,0,2054864,5390,,4,3,2800,1991,5000
2077019296,107 Livorno Way,,Redwood City,CA,94065,SINGLE_FAMILY,1400000,450,1402335,,,3,3,1363,1996,382814
111437788,10 Maloney Ct,,Redwood City,CA,94062,SINGLE_FAMILY,2025000,,2116440,4950,,4,4,3140,1989,12196
15539788,3913 Casanova Dr,,San Mateo,CA,94403,SINGLE_FAMILY,1490000,0,1538065,4600,,3,2,1757,1950,5000
2078740558,844 Portwalk Pl,,Redwood City,CA,94065,CONDO,1325000,597,,,,3,2.5,1400,1987,
15591355,1640 Connecticut Dr,,Redwood City,CA,94061,SINGLE_FAMILY,2100000,0,2129942,5000,,3,2,1850,1952,6599
15578353,214 Yarborough Ln,,Redwood City,CA,94061,SINGLE_FAMILY,2025000,211,2076582,5900,,4,2.5,2040,1985,4813
15573485,462 Sapphire St,,Redwood City,CA,94062,SINGLE_FAMILY,1975000,0,1999515,4500,,3,3,1690,1949,6242
15557622,2825 Tramanto Dr,,San Carlos,CA,94070,SINGLE_FAMILY,2065000,0,2086068,4800,,3,2,1453,1958,10123
15628204,1170 Foster City Blvd APT 206,206,Foster City,CA,94404,CONDO,825000,499,843548,3000,,2,2,1286,1973,701664
15590521,4005 Farm Hill Blvd,,Redwood City,CA,94061,SINGLE_FAMILY,1405000,150,1408907,4650,,3,2,1520,1973,3000
15572960,2525 Whipple Ave,,Redwood City,CA,94062,SINGLE_FAMILY,1810000,0,1814278,4975,,3,3,1870,1975,7683
15572909,1207 Edgewood Rd,,Redwood City,CA,94062,SINGLE_FAMILY,3455000,0,3467497,6818,,5,6,4980,1989,11717
2081126281,1 Aron Ct,,Belmont,CA,94002,SINGLE_FAMILY,3335000,265,3442582,,,5,4,2998,2020,14474
15591585,1730 Alameda De Las Pulgas,,Redwood City,CA,94061,SINGLE_FAMILY,2100000,0,2128184,4800,,4,3,1560,1952,7440
15632113,780 Sea Spray Ln APT 314,314,Foster City,CA,94404,CONDO,945000,530,950287,3300,,2,2,1235,1983,39199
15618592,545 Osprey Dr,,Redwood City,CA,94065,SINGLE_FAMILY,1825000,270,1726473,4390,,3,3,1630,1996,3049
15558786,3230 La Mesa Dr,,San Carlos,CA,94070,SINGLE_FAMILY,3410000,,3483688,6055,,4,3,2600,1986,10097
15596429,823 College Ave,,Menlo Park,CA,94025,SINGLE_FAMILY,4825000,,4996833,6000,,5,5,4000,2009,8276
15562586,1137 Palomar Dr,,Redwood City,CA,94062,SINGLE_FAMILY,2860000,0,2889179,8097,,4,4,2620,1984,40000
15579995,3091 Glendale Ave,,Redwood City,CA,94063,SINGLE_FAMILY,935000,0,939966,3500,,2,1,700,1948,5998
15562978,700 Arlington Rd,,Redwood City,CA,94062,SINGLE_FAMILY,2890000,,2695649,5062,,3,2,2220,1946,14374
2087910798,402 Portofino Dr APT 4,4,San Carlos,CA,94070,CONDO,1140000,555,,3900,,3,2,1570,1961,81570
15557811,910 Sunset Dr,,San Carlos,CA,94070,SINGLE_FAMILY,2300000,,2342727,2800,,1,1,600,1934,9748
15590529,13 Woodleaf Ave,,Redwood City,CA,94061,SINGLE_FAMILY,4240000,130,4343659,8649,,6,6,5225,1982,12301
15562731,26 Loma Rd,,Redwood City,CA,94062,SINGLE_FAMILY,2860000,,2942221,6795,,4,4,2710,1954,25299
15578027,25 Gresham Ln,,Atherton,CA,94027,SINGLE_FAMILY,4028000,,4105058,6245,,4,3,2150,1959,13947
15613407,1080 Windjammer Cir,,Foster City,CA,94404,SINGLE_FAMILY,2000010,0,2031690,5195,,4,3,2250,1981,5248
2089726303,1330 University Dr APT 82,82,Menlo Park,CA,94025,CONDO,3898000,1500,3640412,10268,,3,3,3000,1973,
15617753,628 Island Pl,,Redwood City,CA,94065,SINGLE_FAMILY,2450000,292,2470685,6200,,4,3,2240,1987,6969
15572283,3716 Bret Harte Dr,,Redwood City,CA,94061,SINGLE_FAMILY,2450000,,2521958,5004,,4,3,2154,1956,7631
15576838,494 Cypress St,,Redwood City,CA,94061,SINGLE_FAMILY,1638000,0,1663413,4250,,4,2,1310,1954,6159
15627437,1057 Shell Blvd APT 10,10,Foster City,CA,94404,CONDO,815000,535,821067,2897,,2,2,1042,1972,272190
15549224,912 Avon St,,Belmont,CA,94002,SINGLE_FAMILY,3050000,0,3057209,7804,,4,3,2940,1986,8977
15572021,3693 Highland Ave,,Redwood City,CA,94062,SINGLE_FAMILY,2200000,0,2211684,4800,,3,3,2570,1963,9252
15557869,155 Wilshire Ct,,San Carlos,CA,94070,SINGLE_FAMILY,2230000,0,2046437,4975,,3,2,2010,1949,8498
15555677,2429 San Carlos Ave,,San Carlos,CA,94070,SINGLE_FAMILY,1620000,,1651664,4298,,3,2,1320,1947,7000
15619363,1021 Rudder Ln,,Foster City,CA,94404,SINGLE_FAMILY,1490000,455,2051465,4200,,3,2,1880,1995,
2078536903,125 Sydney Ln,,Redwood City,CA,94063,SINGLE_FAMILY,1198000,349,,,,3,3,1390,1999,32060
15615818,619 Gloucester Ln,,Foster City,CA,94404,SINGLE_FAMILY,2250000,249,2285224,5500,,3,3,1800,1977,6960
15629595,300 Davey Glen Rd APT 3722,3722,Belmont,CA,94002,CONDO,840000,566,875510,3300,,2,2,1056,1965,
15631575,3050 Los Prados St,,San Mateo,CA,94403,CONDO,570000,343,615299,2196,,1,1,633,1966,76051
15629317,676 Portofino Ln,,Foster City,CA,94404,SINGLE_FAMILY,1500000,785,1514642,4500,,3,3,2140,1975,224917
15618230,921 Corriente Point Dr,,Redwood City,CA,94065,SINGLE_FAMILY,2500000,330,2547826,6500,,3,3,2430,1993,5336
15581193,324 Arden Rd,,Menlo Park,CA,94025,SINGLE_FAMILY,3849000,0,3902269,9940,,3,4,2550,1938,10600
118175898,166 Rockridge Rd,,San Carlos,CA,94070,SINGLE_FAMILY,2900000,,3036137,7249,,4,4,2900,2012,6791
15555673,2443 San Carlos Ave,,San Carlos,CA,94070,SINGLE_FAMILY,1575000,0,1645991,4000,,2,2,1217,1951,7000
15555699,2428 San Carlos Ave,,San Carlos,CA,94070,SINGLE_FAMILY,1622000,,1674460,4500,,4,2,1480,1947,8001
181514139,91 Loyola Ave,,Menlo Park,CA,94025,SINGLE_FAMILY,1925000,,1974686,5000,,4,3,1880,2016,4791
15573051,194 Hillview Ave,,Redwood City,CA,94062,SINGLE_FAMILY,2500000,0,2825024,6022,,4,4,2310,1938,13599
15579015,440 6th Ave,,Menlo Park,CA,94025,SINGLE_FAMILY,1380000,0,1384414,3400,,3,2,1478,1966,4560
2080364279,837 Intrepid Ln,,Redwood City,CA,94065,SINGLE_FAMILY,1250000,495,1259306,,,2,3,1650,1989,514278
15571166,434 Summit Dr,,Emerald Hills,CA,94062,SINGLE_FAMILY,1400000,0,1428720,3700,,2,1,880,1941,6181
2078810838,1051 Beach Park Blvd APT 312,312,San Mateo,CA,94404,CONDO,915000,49,,,,2,2,1349,1976,
15637783,434 Portofino Dr APT 301,301,San Carlos,CA,94070,CONDO,1630000,500,1690946,4591,,2,3,2494,1988,72875
15629302,710 Portofino Ln,,Foster City,CA,94404,CONDO,1288000,719,,3950,,2,2,1395,1975,224919
15615631,600 Bridgeport Ln,,Foster City,CA,94404,SINGLE_FAMILY,6200,228,1885847,4950,,3,3,1815,1977,3963
15568002,3354 Page St,,Redwood City,CA,94063,SINGLE_FAMILY,1165000,,1218275,3900,,3,1,1170,1947,6952
15558960,2987 Melendy Dr,,San Carlos,CA,94070,CONDO,1175000,485,1117942,3900,,2,2,1570,1961,81587
15614963,850 Erickson Ln,,Foster City,CA,94404,SINGLE_FAMILY,1310000,195,1360384,3900,,2,2,1260,1974,2352
15614958,860 Erickson Ln,,Foster City,CA,94404,SINGLE_FAMILY,1372000,225,1414812,4000,,3,3,1380,1973,1441
15556490,742 Crestview Dr,,San Carlos,CA,94070,SINGLE_FAMILY,3600000,0,3608508,3600,,4,5,4400,2000,27878
15571761,511 Lakemead Way,,Emerald Hills,CA,94062,SINGLE_FAMILY,3005000,0,2656910,5400,,4,3,2500,1974,15903
15618855,801 Prism Ln,,Redwood City,CA,94065,SINGLE_FAMILY,2250000,160,2320899,6500,,4,3,2560,1999,5650
15540697,3283 Los Prados St,,San Mateo,CA,94403,SINGLE_FAMILY,1530000,0,1631342,4500,,4,2,1550,1960,9000
15568294,1091 15th Ave,,Redwood City,CA,94063,SINGLE_FAMILY,1050000,0,1055661,3750,,3,2,1054,1946,6098
2079781445,726 Elm St APT C,C,San Carlos,CA,94070,SINGLE_FAMILY,1390000,325,1418323,,,3,2.5,1610,2005,7731
15572696,3895 Autumn Dr,,Redwood City,CA,94061,SINGLE_FAMILY,1940000,0,2338366,5000,,4,2,1800,1959,8829
15539976,504 Dale View Ave,,Belmont,CA,94002,SINGLE_FAMILY,1500000,,1541087,4150,,3,2,1300,1953,5330
79841842,20 Danford Ct,,Redwood City,CA,94062,SINGLE_FAMILY,3775000,,3921143,9402,,4,5,4850,2007,20394
15619210,7 Binnacle Ln,,Foster City,CA,94404,SINGLE_FAMILY,1550000,403,1574048,4250,,3,3,1730,1988,1951
15613664,742 Aries Ln,,Foster City,CA,94404,SINGLE_FAMILY,1575000,395,1611395,4450,,4,3,1920,1973,2199
15555182,39 Exeter Ave,,San Carlos,CA,94070,SINGLE_FAMILY,2800000,,2851628,5500,,4,3,3387,1964,10998
15590754,255 Hardwick Rd,,Woodside,CA,94062,SINGLE_FAMILY,1100000,8,3178428,6200,,3,3,2820,1960,82981
15557204,823 Cordilleras Ave,,San Carlos,CA,94070,SINGLE_FAMILY,2640000,,2671212,6988,,4,4,2611,1941,7990
15549999,1532 Altura Way,,Belmont,CA,94002,SINGLE_FAMILY,2015000,,2050206,4900,,3,2,1760,1955,8128
15572735,901 Emerald Hill Rd,,Redwood City,CA,94061,SINGLE_FAMILY,2410000,,2453771,5500,,4,3,2300,1957,7701
15568288,3520 Hoover St,,Redwood City,CA,94063,SINGLE_FAMILY,1310000,,1343369,3700,,2,1,970,1947,6150
15633853,720 Promontory Point Ln APT 2309,2309,Foster City,CA,94404,CONDO,1160000,1000,1167810,4700,,3,3,2264,1990,
15566511,119 Center St,,Redwood City,CA,94061,SINGLE_FAMILY,1500000,,1545584,4300,,5,3,1730,1947,3497
15579451,627 16th Ave,,Menlo Park,CA,94025,SINGLE_FAMILY,2350000,0,2366827,6500,,4,4,2518,2013,5349
2091360750,404 N 5th St,,San Jose,CA,95112,SINGLE_FAMILY,948888,0,,2500,0,8,5,4600,1901,7370
19541428,1247 Hollenbeck Ave #2,2,Sunnyvale,CA,94087,SINGLE_FAMILY,988000,240,1045013,2850,0,2,2,926,1988,561
19688485,1370 Pine Ave,,San Jose,CA,95125,SINGLE_FAMILY,1610000,0,1708693,4500,0,3,3,1942,1966,7967
19683920,1443 Hervey Ln,,San Jose,CA,95125,SINGLE_FAMILY,850000,0,1758877,3200,0,4,3,2387,2021,5593
19681310,1123 Pine Ave,,San Jose,CA,95125,SINGLE_FAMILY,1180000,0,1539196,3700,0,3,1,1601,1936,6795
51074077,13939 Quito Rd,,Saratoga,CA,95070,SINGLE_FAMILY,2000000,0,,4882,0,5,4,3230,2021,12815
19652284,12360 Radoyka Dr,,Saratoga,CA,95070,SINGLE_FAMILY,2120000,,2137746,4094,23,3,2.5,1886,1956,10471
19702318,4448 Glenmont Dr,,San Jose,CA,95136,SINGLE_FAMILY,1200000,0,1203547,3600,1,3,2,1486,1968,5963
70394205,10213 Miguelita Rd,,San Jose,CA,95127,SINGLE_FAMILY,600000,0,1158698,3500,1,3,3,1675,1955,20943
19562109,1276 Littleton Dr,,San Jose,CA,95131,SINGLE_FAMILY,1360000,0,1363654,3600,9,4,3,1578,1990,3981
19713754,640 S 13th St,,San Jose,CA,95112,SINGLE_FAMILY,910000,,,3000,2,3,2,1400,1930,5789
19659275,1475 Elam Ave,,Campbell,CA,95008,SINGLE_FAMILY,1075000,0,,3500,2,3,2,1204,1963,6050
19578136,1020 Spencer Ave,,San Jose,CA,95125,SINGLE_FAMILY,3600,0,1205446,3500,27,3,1.5,1470,1978,5720
19793127,2955 Remington Way,,San Jose,CA,95148,SINGLE_FAMILY,990000,0,1023395,3300,2,3,2,1092,1967,5998
